	contig_id	contig_name	contig_length	id	label	chromosome.Acidobacteria	chromosome.Actinobacteria	chromosome.Bacteroidetes	chromosome.Chlamydiae	chromosome.Chlorobi	chromosome.Chloroflexi	chromosome.Cyanobacteria	chromosome.DeinococcusThermus	chromosome.Firmicutes	chromosome.Fusobacteria	chromosome.Nitrospirae	chromosome.other	chromosome.Planctomycetes	chromosome.Proteobacteria	chromosome.Spirochaetes	chromosome.Tenericutes	chromosome.Thermotogae	chromosome.Verrucomicrobia	plasmid.Actinobacteria	plasmid.Bacteroidetes	plasmid.Chlamydiae	plasmid.Cyanobacteria	plasmid.DeinococcusThermus	plasmid.Firmicutes	plasmid.Fusobacteria	plasmid.other	plasmid.Proteobacteria	plasmid.Spirochaetes
52	52	AUGLS05_NODE_70512_length_1289_cov_1.524311	1289	13	chromosome.Proteobacteria	0.051040247	0.0068494636	1.8328443e-05	2.8297363e-05	0.002164755	0.061238233	4.517517e-05	0.0018549697	5.4189113e-06	5.3469266e-06	0.0004943691	0.001574522	0.00027344737	0.715841	0.013910144	2.2859798e-07	9.9406725e-06	0.0040430236	0.004252082	4.54832e-05	9.946237e-06	5.693762e-06	0.00025508556	1.2487791e-06	1.3803016e-05	0.0018107034	0.13420488	4.1982817e-06
53	53	AUGLS05_NODE_75382_length_1238_cov_2.603550	1238	26	plasmid.Proteobacteria	2.3951083e-05	5.716316e-07	2.2226357e-07	2.36642e-05	1.39863005e-05	0.0012261098	0.000120801094	0.00028076512	8.036715e-08	7.38757e-07	1.9566034e-05	2.6286856e-05	2.6693844e-05	0.05766855	0.0002585269	1.4652564e-07	4.5707552e-07	4.838263e-05	3.4379066e-06	3.762052e-06	5.378241e-06	7.566364e-05	9.679183e-05	6.766931e-08	1.8751684e-06	0.0009762182	0.93909603	1.2787258e-06
54	54	AUGLS05_NODE_89663_length_1116_cov_2.370405	1116	13	unclassified.Proteobacteria	5.8141254e-06	2.7074148e-07	2.3596958e-09	3.1809817e-05	1.1570029e-05	0.0001303666	0.0021893987	0.00011947402	6.3075114e-09	3.4975093e-07	1.1692687e-05	5.967082e-06	4.6417612e-05	0.61671877	0.00077216845	4.1218627e-06	5.21737e-07	5.0108745e-05	1.3348162e-07	1.4468561e-06	0.0005918567	0.001878072	1.3146182e-05	2.457888e-07	8.636195e-07	0.0013710201	0.3760265	1.7858232e-05
55	55	AUGLS05_NODE_105631_length_1010_cov_2.514136	1010	13	chromosome.Proteobacteria	0.008065246	0.0011645517	1.5451386e-06	0.00017661822	0.0005282956	0.02183223	0.0015373692	0.065184	1.780079e-07	6.3997427e-06	0.00046363447	0.0014240554	0.0074608047	0.82855684	0.00498277	1.0922223e-06	2.0109686e-05	0.0037888193	0.0004037428	4.2189607e-05	1.818929e-05	0.00041875103	0.026884623	5.9762493e-07	1.3730606e-05	0.007257364	0.019733237	3.2990156e-05
56	56	AUGLS05_NODE_110041_length_985_cov_2.388172	985	26	plasmid.Proteobacteria	5.943897e-06	2.864298e-05	1.4753773e-07	3.7349964e-05	2.2131988e-05	3.1359592e-05	2.78895e-05	2.5083855e-06	0.00075477065	6.815335e-06	0.00016776635	6.989397e-05	0.00010337972	0.010191047	4.5835488e-05	1.0446755e-05	1.10777955e-05	0.0001433884	5.587372e-06	7.4432555e-06	2.804027e-05	3.331207e-05	1.0030823e-06	0.00012718969	7.774405e-06	0.0015137382	0.98659325	2.227535e-05
57	57	AUGLS05_NODE_115439_length_957_cov_1.879157	957	1	chromosome.unclassified	0.0039969105	0.29615155	0.22218215	0.00032547544	0.0030799834	0.0011162676	0.000111203226	0.0020881891	0.16522995	0.00017783306	0.0048879096	0.045892607	0.0013153044	0.0014235936	0.008000511	7.0560695e-06	0.0018940788	0.011616076	0.08992248	0.030651286	6.620796e-05	8.546603e-06	0.000677117	0.015905382	0.00030785773	0.022812912	0.06992165	0.0002298816
58	58	AUGLS05_NODE_118862_length_940_cov_2.166102	940	26	plasmid.unclassified	0.0018668938	0.0003190159	0.09809097	0.00050944515	0.0019120061	0.008650482	0.00012338597	0.0006725476	0.0008431301	3.1216117e-05	0.0003885598	0.0010942646	0.00030271156	0.018487895	0.003116978	3.3064007e-06	0.0003773322	0.0007256342	1.9673624e-05	0.21381028	0.00012401202	0.0005187367	0.00027863547	2.962884e-05	0.00013098733	0.002426529	0.6451445	1.2530846e-06
59	59	AUGLS05_NODE_145130_length_830_cov_2.415484	830	25	unclassified.unclassified	0.0022496602	0.0015773455	0.00048759943	0.005859673	0.0008667546	0.0040860637	0.06637757	0.021300532	9.7549586e-05	0.0012239827	0.023811817	0.011742239	0.26615274	0.0041411677	0.066264845	0.00041531457	0.0040011853	0.019524416	0.005876878	0.0056002517	0.0061613754	0.006431589	0.054737132	0.00015541149	0.0013409304	0.33601606	0.080997564	0.0025023757
60	60	AUGLS05_NODE_163935_length_769_cov_1.436975	769	14	unclassified.unclassified	0.007990979	0.040734217	0.00086327136	0.003964447	0.0021382677	0.011763271	0.032719705	0.07832385	0.0006626556	0.0005545239	0.004501868	0.04234961	0.033340782	0.11456406	0.1314276	0.00020746484	0.0022721586	0.016821992	0.0012250742	0.017424325	0.0014678477	0.0044822753	0.11832661	0.00035131673	0.0005718714	0.05268675	0.2552614	0.023001768
61	61	AUGLS05_NODE_171482_length_747_cov_1.387283	747	13	chromosome.Proteobacteria	0.00010915043	0.003077884	0.13197012	0.0012734393	0.0030286538	0.0008271157	0.00022294499	0.0010959107	0.0018737143	0.002463471	0.00031532813	0.0052089407	3.672237e-05	0.74656343	0.045982238	0.0005317859	0.000821158	0.0007307769	5.1362155e-09	0.038975656	0.00022021729	3.1969477e-05	6.3371575e-05	0.0005464134	0.0015256857	0.00064552715	0.0054252953	0.006433036
62	62	AUGLS05_NODE_178461_length_727_cov_3.808036	727	27	plasmid.unclassified	7.1042814e-05	0.00013246546	0.00015242216	0.0043985774	0.00041395167	0.0006389875	0.015599643	0.00036204094	0.00079176365	0.0054905913	0.0014640065	0.011208851	0.006787442	0.010882863	0.03524139	0.012199602	0.004463375	0.0024582255	2.355231e-05	0.0059206276	0.036343504	0.010248818	0.0006861249	0.023455739	0.0040850514	0.3178881	0.087741055	0.40085015
63	63	AUGLS05_NODE_186341_length_707_cov_2.000000	707	23	plasmid.unclassified	2.954693e-05	0.0005500379	0.09440279	0.003873198	0.0010929935	0.0002790907	0.00033014175	0.00016817196	0.011001482	0.005790936	0.0010956186	0.014118074	0.0002508197	0.030556465	0.03207135	0.0046719965	0.009233981	0.001789484	1.2892198e-06	0.26810896	0.005872023	0.0003845553	2.9824454e-05	0.42158106	0.0036093497	0.007550378	0.0077076647	0.07384875
64	64	AUGLS05_NODE_202702_length_668_cov_2.171289	668	13	chromosome.Proteobacteria	6.684337e-05	9.7304546e-05	1.6584782e-07	0.00013394904	4.463038e-05	0.00024702805	0.0004661202	4.5043795e-05	0.00035915792	1.7702852e-05	0.0002579461	0.00042219297	0.0004502692	0.81887364	0.0002706309	0.00014170566	4.721504e-05	0.00070869486	1.6908312e-05	3.1040763e-06	0.00011991735	0.0003161249	2.206835e-05	0.00038200183	3.1357147e-05	0.003999377	0.17201184	0.00044714927
65	65	AUGLS05_NODE_219168_length_634_cov_2.155440	634	0	unclassified.unclassified	0.0663761	0.020877928	0.23828973	0.0071815513	0.0039429446	0.084124394	0.033803117	0.013867739	0.023979025	0.0008467771	0.003945468	0.05743598	0.02253372	0.034232087	0.05594644	0.00020131785	0.011409756	0.015371264	0.0015814318	0.07655511	0.00364369	0.020107763	0.020658735	0.0011245944	0.0016268637	0.14006859	0.024173707	0.016094202
66	66	AUGLS05_NODE_220514_length_631_cov_3.651042	631	26	plasmid.Proteobacteria	4.3160185e-06	7.503578e-08	2.4971364e-10	2.172331e-05	1.7064381e-06	2.845871e-06	1.0606254e-06	1.7472704e-06	1.8409435e-07	1.0146701e-06	0.00014083828	1.293968e-05	0.00021549361	0.014857444	1.1842229e-05	3.704234e-06	4.5996317e-06	4.2355732e-05	1.7734097e-05	1.586371e-08	9.019923e-06	2.2539846e-06	1.8715536e-06	1.1723337e-06	7.769266e-06	0.0044631185	0.98017186	1.3070762e-06
67	67	AUGLS05_NODE_222515_length_628_cov_1.413613	628	26	plasmid.unclassified	0.008270443	0.18290637	0.00022720174	0.00020269566	0.001774128	0.001722117	2.7419676e-06	3.8472048e-05	0.000424381	1.5790045e-05	0.0039551505	0.005409879	0.0015057047	0.07518733	0.0004374622	1.977907e-06	0.0007267824	0.0040096254	0.0011616021	7.989375e-05	1.5445567e-05	2.61613e-05	5.0687566e-05	0.00016355833	0.00011499165	0.019956445	0.69160885	4.1731723e-06
68	68	AUGLS05_NODE_231205_length_611_cov_2.564748	611	23	plasmid.unclassified	0.000566172	0.00048512392	0.0067572906	0.012767936	0.0008210705	0.0009313876	0.0065330546	0.0002169352	0.013632133	0.0032749977	0.0042486847	0.008183782	0.00778103	0.0011575661	0.009657106	0.006909044	0.021913335	0.0021677222	2.108835e-05	0.029905552	0.03032531	0.012802835	0.00065491087	0.36387262	0.004860228	0.09232894	0.34705374	0.010170433
69	69	AUGLS05_NODE_231540_length_611_cov_1.381295	611	26	plasmid.unclassified	0.0006749654	0.0023393275	0.005040504	0.0042688265	0.0022743195	0.0041597327	0.0027355447	0.0026125547	1.7142313e-05	0.0014627225	0.002039661	0.013493478	0.0026723163	0.053181767	0.07814145	0.0009011116	0.004437297	0.0042221495	7.347512e-05	0.0066487505	0.017828532	0.00672794	0.00196512	0.015210237	0.0023574454	0.13552137	0.51253504	0.116457164
70	70	AUGLS05_NODE_239663_length_597_cov_1.383764	597	26	unclassified.Proteobacteria	0.006952279	0.00055467995	0.011715375	0.0023243895	0.046060145	0.056712892	0.0014985442	0.0057628118	6.4032844e-07	0.00011299867	0.0012185315	0.012772207	0.002181832	0.33894035	0.032268137	2.3067725e-05	0.002537297	0.0056994227	0.0022827252	0.004836233	0.0011402629	0.011217301	0.0037526696	9.6285024e-05	0.0002642941	0.017477684	0.43016937	0.0014275727
71	71	AUGLS05_NODE_252143_length_576_cov_1.723608	576	26	unclassified.unclassified	0.00067825825	7.533767e-05	2.9122141e-08	0.00038394085	2.7603353e-05	0.00018314521	0.0009163719	1.0620218e-05	0.0097002415	2.2320726e-05	0.028063916	0.00041406057	0.2626898	0.0033483086	0.00033708816	1.0551678e-05	0.00014504835	0.008111287	0.000105700135	1.5428045e-06	0.00026030574	0.0008523355	9.473477e-06	3.684369e-05	4.300146e-05	0.031722263	0.6515011	0.0003494599
72	72	AUGLS05_NODE_253206_length_574_cov_2.404624	574	18	plasmid.unclassified	0.00286955	0.14496174	0.002412089	0.00078158436	0.0023782272	0.005587393	0.000527124	0.0054996233	1.4046713e-05	3.4292058e-05	0.0016638836	0.0038852384	0.0107063465	0.016682662	0.016179515	1.7281927e-06	0.0006847472	0.005552193	0.43092862	0.003942749	0.00016032116	0.0008729697	0.014118943	0.00061308563	5.1662602e-05	0.012131712	0.316651	0.00010692517
73	73	AUGLS05_NODE_253535_length_574_cov_1.265896	574	26	plasmid.unclassified	5.320785e-07	1.6099195e-05	0.00014888427	3.4690685e-05	9.356559e-05	4.581432e-06	1.0419175e-06	7.73467e-07	0.0006419828	6.5700183e-06	8.7751716e-05	0.01633231	2.973922e-06	0.2805288	2.5558387e-05	3.5726527e-05	2.5623483e-05	0.0005223464	1.737766e-08	3.2043718e-05	5.7982907e-06	2.8074903e-06	1.5282215e-07	0.01303735	2.5998905e-05	0.00027804638	0.6881059	2.1142025e-06
74	74	AUGLS05_NODE_255428_length_571_cov_1.488372	571	26	plasmid.Proteobacteria	0.00065604347	0.00046420508	0.00054252095	0.00027611523	0.0049931523	0.002196538	0.00014785952	0.00049131893	1.272111e-06	5.767228e-05	0.00036797705	0.0032792713	0.00044880158	0.031450417	0.0045589125	1.2900252e-05	0.00029921246	0.0014418694	8.0121004e-05	0.0003315323	0.00019748717	0.00025445348	6.9051566e-05	1.3710008e-05	8.1831065e-05	0.0075027808	0.93811935	0.0016636997
75	75	AUGLS05_NODE_270822_length_548_cov_2.109533	548	8	unclassified.unclassified	0.0019047234	0.077764906	0.051702257	0.0017144313	0.0009380958	0.0008156321	0.0014263111	0.000696016	0.16213512	0.000702613	0.0041937004	0.03476508	0.0077059814	0.039775904	0.029065862	0.0002112621	0.0070428816	0.00874399	0.0050098337	0.054768015	0.00068035553	0.00036888718	0.00020306442	0.2596139	0.00081255805	0.106809765	0.10475987	0.035668958
76	76	AUGLS05_NODE_282979_length_531_cov_4.733193	531	13	unclassified.Proteobacteria	5.901437e-06	2.145149e-05	1.9072893e-08	2.8457189e-06	9.246941e-06	0.00012117855	5.7501165e-06	1.0923676e-05	8.049531e-06	4.4159638e-08	2.9008418e-06	1.3088893e-06	1.6659822e-05	0.6141619	5.5837104e-06	2.1222115e-07	2.4760791e-07	3.0462097e-05	1.4384244e-06	3.2301318e-07	1.2055111e-06	3.209079e-05	4.1235646e-07	1.3010323e-07	7.841896e-08	3.1244323e-05	0.3855282	2.533797e-07
77	77	AUGLS05_NODE_284441_length_530_cov_1.128421	530	7	chromosome.unclassified	0.035520867	0.0015109372	0.00079035317	0.004609129	0.005334291	0.09524464	0.018631889	0.23349388	0.00014718964	0.0009706658	0.004418864	0.03381581	0.0128437625	0.045596514	0.233275	0.00027797802	0.0036947373	0.015034747	0.00024093759	0.004566311	0.0017688787	0.008157502	0.03203683	0.00019554656	0.0014959833	0.08073419	0.10900128	0.01659126
78	78	AUGLS05_NODE_292774_length_519_cov_2.806034	519	23	plasmid.Firmicutes	1.5701424e-05	0.03964688	5.628793e-07	0.00028638428	5.465526e-05	1.8631317e-05	4.3964825e-05	0.00028078357	0.041282676	0.00019325064	0.00054735434	0.0024672595	0.0007401239	0.0006919208	0.0057148472	0.000311074	0.00055001647	0.0011444729	6.307151e-05	0.00018883384	0.00036775312	1.0210264e-05	5.7414178e-05	0.7916403	0.00017781428	0.016628878	0.017108425	0.079766795
79	79	AUGLS16_NODE_4816_length_5985_cov_35.153457	5985	26	plasmid.Proteobacteria	0.0025808525	2.0431888e-05	1.1055187e-05	0.0019869194	0.00051658787	0.0026449135	0.00031204653	0.0002813506	1.2482133e-06	1.7244796e-05	0.0025570597	0.00087494013	0.014401174	0.00088970276	0.00078898604	5.846509e-06	0.0017852806	0.0013831003	4.237417e-05	0.0001559187	0.0016516055	0.007447338	0.0011553533	4.0426472e-05	9.917135e-05	0.07218225	0.88616467	2.1645076e-06
80	80	AUGLS16_NODE_4903_length_5917_cov_16.988912	5917	26	plasmid.Proteobacteria	1.1331519e-05	3.6031086e-06	0.00013794997	0.00028926725	0.0016457244	0.00011018015	1.357853e-06	1.0684187e-05	0.0008145221	2.1049304e-05	0.00072002184	0.00014817237	1.4455488e-05	0.15333219	0.00012034699	9.134247e-06	0.000116106145	0.0003821714	5.296291e-07	0.00043151315	4.872282e-05	4.027783e-06	1.1645411e-05	0.00513095	5.029538e-05	0.0004218634	0.8360121	4.393512e-08
81	81	AUGLS16_NODE_11510_length_3627_cov_3.873740	3627	12	chromosome.unclassified	0.0014957129	0.021963926	9.733397e-06	0.004380049	0.00026566035	0.00028166472	0.0045602364	0.0012973584	0.04721026	0.00035076297	0.02070819	0.009328986	0.68193173	0.014825929	0.0014436584	0.00018185517	0.0010272347	0.025938774	0.0011346238	0.0011552748	0.000374843	0.00023978537	0.005652556	0.0015714507	0.00024622653	0.14788435	0.004536185	2.9639598e-06
82	82	AUGLS16_NODE_14306_length_3208_cov_2.753568	3208	26	plasmid.unclassified	0.0016656067	0.022977859	3.420164e-05	0.002125213	0.0028083082	0.01702107	0.0012299115	0.0002473578	6.0776615e-06	5.1562372e-05	0.0014113135	0.0017412329	0.0029970643	0.2133222	0.0024823789	1.5990048e-05	0.00027498617	0.0077495924	0.097031206	0.001449301	0.0004086944	0.028606327	0.00018611156	0.00013311284	8.756091e-05	0.011107354	0.5828114	1.6928027e-05
83	83	AUGLS16_NODE_32860_length_2006_cov_2.738596	2006	6	chromosome.unclassified	6.302103e-07	1.2033229e-05	1.5944115e-05	0.00032628956	4.6289583e-06	8.5095235e-05	0.62021977	9.176339e-05	4.4514763e-05	0.00012398977	1.892288e-05	2.987707e-05	0.00042776216	0.2206388	0.00010957689	0.05814621	2.6239575e-05	0.000109630266	4.3466943e-07	7.527436e-05	0.00097303203	0.081430964	4.9232007e-05	0.0017810218	7.216262e-05	0.009102608	0.00084387907	0.0052397475
84	84	AUGLS16_NODE_49670_length_1579_cov_2.154199	1579	25	unclassified.unclassified	0.03249029	0.0039431476	0.0026945658	0.004483745	0.003965908	0.0084499335	0.00068406644	0.00058742525	0.01942215	0.00065583154	0.055448923	0.09095696	0.055838183	0.009836846	0.008850507	1.860229e-05	0.021495083	0.043443162	0.0080012465	0.0020988	0.00029291076	6.2020554e-05	0.00089597213	0.00051984255	0.0024863097	0.58025265	0.042058185	6.673027e-05
85	85	AUGLS16_NODE_71163_length_1273_cov_2.128900	1273	1	chromosome.unclassified	0.004071252	0.3676288	0.004442164	0.0021464636	0.000493231	0.0026186667	0.0119588515	0.0028680882	0.09902311	0.0012803798	0.0072673685	0.051555302	0.19744323	0.00020574132	0.018529108	8.0951606e-05	0.0044462676	0.018984323	0.0037142925	0.13103339	0.00031984053	0.0002888882	0.008718806	0.008535392	0.00056257093	0.05113368	0.0002514279	0.00039840824
86	86	AUGLS16_NODE_76664_length_1215_cov_2.693103	1215	26	plasmid.Proteobacteria	1.0941907e-06	1.6980009e-09	8.422315e-11	8.78574e-06	4.8841043e-06	1.6091926e-05	9.435766e-07	1.6398503e-06	2.0798446e-11	1.4118226e-08	8.025153e-06	1.4284149e-07	1.8900002e-05	0.031876	9.760407e-06	9.082087e-08	1.9466567e-07	1.7751703e-05	2.4333548e-07	6.850607e-09	1.1301999e-05	3.0258081e-05	2.875386e-06	2.8116895e-09	1.2936296e-07	0.00013163812	0.9678592	2.3312363e-09
87	87	AUGLS16_NODE_90593_length_1097_cov_3.630518	1097	12	unclassified.unclassified	0.0018189609	0.022730568	4.5856115e-05	0.0028056202	0.00029796912	0.00082676584	0.010116025	0.0011037603	0.1512162	0.0007362093	0.009940326	0.009001901	0.20292167	0.00029557734	0.031866875	0.0006954681	0.0017975532	0.018345952	0.00658814	0.0029567156	0.0012334611	0.00079661026	0.0011804849	0.40425584	0.0006668158	0.108771384	0.00010132854	0.006885949
88	88	AUGLS16_NODE_100398_length_1030_cov_1.621538	1030	26	plasmid.Proteobacteria	1.4541519e-05	9.3911636e-05	0.0004557108	2.1436688e-05	7.9494064e-05	6.106034e-05	2.1674502e-06	2.7515918e-05	4.3394553e-07	2.6233527e-06	2.8602355e-05	0.0005009045	1.1520816e-05	0.22627513	5.9163885e-05	1.9748366e-06	1.1091099e-05	9.84594e-05	6.3891243e-06	4.437147e-05	1.7129854e-05	1.3920951e-05	1.29317e-05	0.00047304985	6.054946e-06	0.000709804	0.77095556	1.5002399e-05
89	89	AUGLS16_NODE_107631_length_986_cov_2.335124	986	26	plasmid.unclassified	4.936997e-06	0.13382517	6.8546266e-09	4.0851762e-07	4.7176738e-05	6.650215e-06	4.9617277e-10	4.3452815e-08	6.5041345e-06	2.4364889e-08	8.841775e-06	2.4841613e-06	3.094706e-07	0.16434605	1.5577631e-06	1.0942212e-08	3.8016367e-08	6.7457244e-05	0.036237817	1.5190768e-08	1.0179094e-08	7.3055726e-09	1.080223e-09	1.439553e-05	1.0898563e-07	6.956337e-06	0.66542304	7.694241e-12
90	90	AUGLS16_NODE_108546_length_981_cov_1.989201	981	26	plasmid.Proteobacteria	8.520857e-06	4.5043734e-07	1.5701701e-08	0.00014887827	5.0575486e-06	2.333514e-05	4.0727176e-05	9.3934267e-07	1.5032249e-07	1.3123866e-06	0.00086627324	6.288985e-06	0.036071584	0.00026791592	3.946627e-06	7.755303e-06	4.1043357e-05	0.00022844497	2.408246e-05	1.1451788e-06	0.00036941015	0.00077488646	1.3610192e-05	2.8833607e-05	9.322951e-06	0.070013374	0.8910424	3.0091033e-07
91	91	AUGLS16_NODE_115031_length_946_cov_1.649832	946	13	unclassified.unclassified	0.0011901932	0.007992693	0.006813722	0.0043655415	0.005402909	0.0019384691	0.00068817666	0.00091753184	0.0341172	0.0010682883	0.005906431	0.017238092	0.0021426317	0.20619605	0.034293476	0.0003022077	0.007986608	0.008059989	0.00032743908	0.0032891326	0.002690225	0.0008286096	0.00051303185	0.1344644	0.002242285	0.07187311	0.4213084	0.015843133
92	92	AUGLS16_NODE_115179_length_945_cov_2.287640	945	2	unclassified.unclassified	0.00047939902	0.00010232092	0.27477244	0.00030826786	0.0017765341	0.0017370991	8.444978e-05	0.00085570215	6.3444336e-06	9.451393e-05	0.00050792546	0.0032225838	0.00017203281	0.17110573	0.029941455	9.351937e-06	0.00039051916	0.0011581099	8.173999e-05	0.012173778	0.00017902647	6.429917e-05	0.00011121752	9.3553004e-05	0.00027345214	0.0041832933	0.4956007	0.0005141898
93	93	AUGLS16_NODE_118120_length_930_cov_2.942857	930	6	unclassified.unclassified	0.0045299255	0.18854265	0.000120713026	0.0014840047	0.0001526869	0.0047432357	0.21429126	0.000677739	1.1554761e-06	2.602679e-05	0.00036055	0.0012170594	0.031514984	4.2509888e-05	0.00208226	0.000107023894	0.00020371062	0.0028654914	0.28481847	0.0001937162	0.0013395172	0.15019225	0.008492486	5.4122197e-06	3.21958e-05	0.068302296	0.02817139	0.0054893107
94	94	AUGLS16_NODE_119539_length_923_cov_3.352535	923	1	unclassified.unclassified	0.0013911977	0.29025415	0.25520244	0.00052375934	0.00078926	0.00068484904	0.00010423738	0.00038880776	0.0036674982	0.00016657636	0.0012686307	0.009322126	0.0047207554	8.983169e-05	0.009566584	9.317705e-06	0.0030811585	0.0037375055	0.0010065618	0.16327761	0.0002529419	0.00020357502	0.0001875278	0.2336694	0.00013679286	0.011647831	0.002113362	0.002535653
95	95	AUGLS16_NODE_125258_length_896_cov_2.460166	896	26	unclassified.unclassified	0.00059871725	0.017661164	0.00018101146	0.0012998161	0.0010953574	0.00060491863	0.00047837605	0.005378766	1.4302931e-06	0.00028045804	0.0013579153	0.012442823	0.0022916098	0.16963966	0.21455951	0.00026652243	0.00073177734	0.005948556	0.00038195556	0.0030308117	0.0018517496	0.00036934798	0.0008422895	0.016031554	0.0005198023	0.06625522	0.41360053	0.062298357
96	96	AUGLS16_NODE_134236_length_857_cov_2.643392	857	8	unclassified.unclassified	0.0010273643	0.0032395793	2.9378205e-06	0.010329382	0.00072148273	0.0010975384	0.030575009	0.006075334	0.11124635	0.00075022713	0.010882299	0.01077637	0.10950907	0.23888807	0.018203355	0.08302558	0.0035992318	0.024142712	0.0013150424	8.439337e-05	0.008957365	0.008842958	0.0015036045	0.02706316	0.0009636213	0.18593825	0.046992347	0.0542473
97	97	AUGLS16_NODE_138580_length_840_cov_2.058599	840	8	unclassified.unclassified	0.00033750056	0.012585578	2.054385e-05	0.0032613578	7.2446484e-05	0.00014727112	0.008032548	0.0006932742	0.27556533	0.00047303792	0.00424566	0.0016848239	0.029342905	0.00028936923	0.004412881	0.0015766247	0.0017329874	0.0021534758	0.038737606	0.002169952	0.0029116431	0.016135627	0.0026286328	0.30479637	0.00041180034	0.15274198	0.123202115	0.009636627
98	98	AUGLS16_NODE_152710_length_788_cov_2.982265	788	22	unclassified.unclassified	0.0046327286	0.06414614	0.0001912011	0.0010128422	0.00034131645	0.004808487	0.014134885	0.028593248	1.0169675e-05	0.00012283144	0.0016504134	0.01613101	0.043396156	0.14565428	0.009909543	9.93626e-05	0.00050335453	0.007831589	0.019158347	0.0006659485	0.0006889505	0.0027480666	0.25317523	0.0004064919	0.00021855255	0.16576986	0.20008151	0.013917468
99	99	AUGLS16_NODE_161068_length_761_cov_2.791785	761	13	unclassified.Proteobacteria	1.0359187e-06	1.062071e-07	1.1041714e-08	8.782759e-07	2.0740033e-06	8.442745e-06	1.1799718e-05	1.6172862e-06	1.955768e-09	1.1346639e-07	1.2167242e-06	1.207987e-06	3.7639986e-06	0.6537656	1.6683216e-05	5.8426605e-07	7.411006e-08	6.0855823e-06	1.9226631e-08	4.996952e-07	1.1512675e-06	4.2704432e-06	1.858657e-07	1.5749317e-08	1.2700593e-07	3.5038727e-05	0.34613636	9.895749e-07
100	100	AUGLS16_NODE_170503_length_732_cov_2.741507	732	8	chromosome.unclassified	0.00042935635	0.0018254576	0.0013155466	0.0017828773	0.0007762478	0.00093571865	0.0058284737	0.0071559492	0.3536143	0.040393606	0.0053953207	0.022109874	0.004935035	0.20934714	0.09671774	0.0037046333	0.0024552478	0.010207874	6.252285e-05	0.028189158	0.00091638375	4.2474596e-05	0.0010535007	0.11383908	0.014911417	0.04082947	0.00066863745	0.030557008
101	101	AUGLS16_NODE_188087_length_684_cov_3.031797	684	21	plasmid.unclassified	0.0013527469	0.00025020642	0.00034350328	0.008785822	0.00043566854	0.0031023945	0.03032965	0.00018210354	0.002764175	6.830655e-05	0.0017291326	0.0006121884	0.047704533	0.03128122	0.0009916545	0.001728075	0.00305604	0.001706827	0.0007114913	0.0027157885	0.012452048	0.2974206	0.0024054898	0.08830585	0.00016686966	0.041131724	0.41802207	0.00024389254
102	102	AUGLS16_NODE_190628_length_678_cov_2.181380	678	26	unclassified.Proteobacteria	0.033977345	0.00053414283	0.00012415992	0.0055748117	0.0027628897	0.12152813	0.00085357734	0.000824149	0.0010094309	0.00029536194	0.0068228175	0.003654551	0.0063322536	0.4635435	0.005383088	0.00035843288	0.001216129	0.007905302	0.0005288901	0.0015438282	0.0010809678	0.0036720454	0.011581693	0.00037622414	0.0004775142	0.020780886	0.29698238	0.00027551182
103	103	AUGLS16_NODE_195233_length_667_cov_1.790850	667	13	unclassified.unclassified	0.0010907656	0.06444681	0.000735526	0.0061445404	0.0010524037	0.0033614475	0.007544941	0.0010275786	6.4256105e-06	0.00017498665	0.0027783737	0.003376115	0.032403607	0.2700542	0.015924199	0.00017776222	0.003023471	0.004774718	0.07472917	0.0034316143	0.016385028	0.15532812	0.0073324554	0.02837973	0.00038358624	0.181948	0.07815645	0.03582798
104	104	AUGLS16_NODE_215543_length_623_cov_1.690141	623	26	plasmid.Proteobacteria	5.869757e-06	3.980627e-06	1.827634e-07	1.3511556e-05	1.1342985e-05	5.3391588e-05	1.4946841e-05	4.7526355e-06	5.090086e-07	1.6477624e-06	1.0744654e-05	1.4417649e-05	1.7512595e-05	0.20561612	1.0081919e-05	2.1157479e-05	2.565717e-06	2.3052204e-05	7.113915e-07	3.9662914e-06	1.8501543e-05	5.9949645e-05	6.4150404e-06	7.2018534e-06	2.6647647e-06	0.00057322974	0.7934933	8.3026125e-06
105	105	AUGLS16_NODE_230782_length_594_cov_1.226345	594	1	unclassified.unclassified	0.00073279184	0.3570905	6.1991354e-06	0.00051985617	0.00039940444	0.00031904582	0.00059053855	0.00018156454	0.19634153	7.322223e-05	0.0060212524	0.005174274	0.0075091016	0.089478634	0.0006685574	3.5823425e-05	0.00024545402	0.009499241	0.031010995	3.853969e-05	0.00026471293	9.110867e-05	0.00010089097	0.015446476	0.0001455333	0.028619712	0.24902828	0.00036672977
106	106	AUGLS16_NODE_234848_length_587_cov_1.033835	587	19	unclassified.unclassified	0.009950586	0.019803118	0.10546117	0.0017326452	0.003375023	0.015290551	0.0029677758	0.018004403	3.3117707e-05	0.0006386664	0.0026711726	0.028183946	0.0028233815	0.004466506	0.1601334	7.471189e-05	0.0036418103	0.012106032	0.0012702326	0.5191999	0.0010795045	0.0004778837	0.011574537	0.00782491	0.00081356644	0.04133995	0.0043319287	0.020729601
